Provider,Category,Feature,Protocol,Raw_Value,Score,Provenance
NordVPN,Speed,Long distance speed,OpenVPN (UDP),tier_consistent,1.00,benchmark_run
NordVPN,Speed,Long distance speed,OpenVPN (TCP),tier_consistent,1.00,benchmark_run
NordVPN,Speed,Long distance speed,NordLynx,tier_consistent,1.00,benchmark_run
NordVPN,Speed,Packet loss tier,Overall,tier_good,0.40,editorial_default
NordVPN,Speed,Packet loss tier,OpenVPN (UDP),tier_excellent,0.70,benchmark_run
NordVPN,Speed,Packet loss tier,OpenVPN (TCP),tier_excellent,0.70,benchmark_run
NordVPN,Speed,Packet loss tier,NordLynx,tier_good,0.40,benchmark_run
NordVPN,Speed,Speed consistency,Overall,tier_consistent,1.00,editorial_default
NordVPN,Speed,Speed consistency,OpenVPN (UDP),tier_variable,0.30,benchmark_run
NordVPN,Speed,Speed consistency,OpenVPN (TCP),tier_variable,0.30,benchmark_run
NordVPN,Speed,Speed consistency,NordLynx,tier_variable,0.30,benchmark_run
NordVPN,Speed,Upload tier,Overall,tier_good,1.00,editorial_default
NordVPN,Speed,Upload tier,OpenVPN (UDP),tier_poor,0.00,benchmark_run
NordVPN,Speed,Upload tier,OpenVPN (TCP),tier_poor,0.00,benchmark_run
NordVPN,Speed,Upload tier,NordLynx,tier_okay,0.50,benchmark_run
NordVPN,Streaming,_section_total,Overall,,1.70,calculated
NordVPN,Streaming,_section_total_v3_streaming,Overall,T1=100% T2=100% T3=100%,8.30,calculated
NordVPN,Streaming,Android tv app,Overall,Yes,0.60,comparitech_api
NordVPN,Streaming,Browser extensions,Overall,yes,,editorial_default
NordVPN,Streaming,Four k capable speed,Overall,yes,0.50,benchmark_run
NordVPN,Streaming,Includes ad blocker,Overall,Yes,1.00,comparitech_api
NordVPN,Streaming,Number of locations in relevant country,Overall,5+,1.50,comparitech_api
NordVPN,Streaming,Simultaneous stream capacity,Overall,4_plus,0.30,editorial_default
NordVPN,Streaming,Streaming device apps,Overall,4_plus,0.60,manual_admin
NordVPN,Streaming,Streaming hub coverage,Overall,3_plus_hubs,,benchmark_run
NordVPN,Streaming,Streaming unblock toolkit,Overall,yes,0.30,editorial_default
NordVPN,Streaming,Streaming v3 coverage,Overall,"4 services scored, 0 excluded (noise/unconfirmed) in 14d window",,calculated
NordVPN,Streaming,Streaming v3 tier1 pct,Overall,100.0% (2 svc scored),,calculated
NordVPN,Streaming,Streaming v3 tier2 pct,Overall,100.0% (2 svc scored),,calculated
NordVPN,Streaming,Streaming v3 tier3 pct,Overall,100.0% (assumed from T2 — T3 not yet benchmarked),,calculated
NordVPN,Streaming,Tier1 streaming,Overall,all_5,3.00,benchmark_run
NordVPN,Streaming,Tier2 streaming,Overall,most_3_or_4,1.00,benchmark_run
NordVPN,Streaming,Tier3 streaming,Overall,most_3_or_4,0.30,benchmark_run
NordVPN,Streaming,Works in high censorship countries,Overall,1,1.00,comparitech_api
NordVPN,SystemPerformance,_section_total,Overall,,4.00,calculated
NordVPN,SystemPerformance,_section_total_v3_sysperf,Overall,0.03594,7.41,calculated
NordVPN,SystemPerformance,_section_total_v3_sysperf_protocol,OpenVPN (UDP),0.03066,7.71,calculated
NordVPN,SystemPerformance,_section_total_v3_sysperf_protocol,NordLynx,0.03594,7.41,calculated
NordVPN,SystemPerformance,Idle delta cpu pct,Overall,1.8147,,calculated
NordVPN,SystemPerformance,Idle delta cpu pct,OpenVPN (UDP),2.1700,,calculated
NordVPN,SystemPerformance,Idle delta cpu pct,NordLynx,1.8147,,calculated
NordVPN,SystemPerformance,Idle delta cpu tier,Overall,tier_okay,0.00,editorial_default
NordVPN,SystemPerformance,Load efficiency per mbps,Overall,0.03594,,calculated
NordVPN,SystemPerformance,Load efficiency per mbps,OpenVPN (UDP),0.03066,,calculated
NordVPN,SystemPerformance,Load efficiency per mbps,NordLynx,0.03594,,calculated
NordVPN,SystemPerformance,Load efficiency tier,Overall,tier_okay,4.00,editorial_default
NordVPN,SystemPerformance,Ram delta mb,Overall,643.5,,calculated
NordVPN,SystemPerformance,Ram delta mb,OpenVPN (UDP),654.9,,calculated
NordVPN,SystemPerformance,Ram delta mb,NordLynx,643.5,,calculated
NordVPN,SystemPerformance,Ram delta tier,Overall,tier_okay,0.00,editorial_default
NordVPN,ValueForMoney,_section_total,Overall,,6.26,calculated
NordVPN,ValueForMoney,Anonymous payments vfm,Overall,multiple,0.50,editorial_default
NordVPN,ValueForMoney,Clear cancellation,Overall,yes,0.50,editorial_default
NordVPN,ValueForMoney,Connection limit tier,Overall,10_plus,1.36,editorial_default
NordVPN,ValueForMoney,Country count,Overall,60_plus,,manual_admin
NordVPN,ValueForMoney,Free trial available,Overall,no,0.00,manual_admin
NordVPN,ValueForMoney,Includes av,Overall,no,0.00,manual_admin
NordVPN,ValueForMoney,Includes dark web monitor,Overall,yes,0.30,editorial_default
NordVPN,ValueForMoney,Includes password manager,Overall,no,0.00,editorial_default
NordVPN,ValueForMoney,Intro lowest price tier,Overall,3_to_5,0.70,editorial_default
NordVPN,ValueForMoney,Lowest price,Overall,<$5,1.20,comparitech_api
NordVPN,ValueForMoney,Money back duration,Overall,30_to_44,0.90,editorial_default
NordVPN,ValueForMoney,Money back guarantee,Overall,Yes,1.00,comparitech_api
NordVPN,ValueForMoney,Monthly price tier,Overall,12_to_14,0.40,editorial_default
NordVPN,ValueForMoney,Monthly pricing,Overall,<$13,1.10,comparitech_api
NordVPN,ValueForMoney,Pricing consistency,Overall,extreme,0.30,editorial_default
NordVPN,ValueForMoney,Renewal lowest price tier,Overall,over_10,0.00,editorial_default
NordVPN,ValueForMoney,Sale frequency,Overall,frequently,1.20,comparitech_api
NordVPN,ValueForMoney,Static ip included,Overall,yes,0.30,editorial_default
NordVPN,ValueForMoney,Student discount,Overall,yes,0.20,manual_admin
NordVPN,ValueForMoney,Subscription term count,Overall,three_plus,0.50,manual_admin
NordVPN,ValueForMoney,Traditional payments,Overall,multiple,0.30,editorial_default
Norton Secure VPN,EaseOfUse,_section_total,Overall,,4.00,calculated
Norton Secure VPN,EaseOfUse,Apps for major platforms,Overall,all_4,1.00,manual_admin
Norton Secure VPN,EaseOfUse,Browser extensions,Overall,1_plus,0.50,editorial_default
Norton Secure VPN,EaseOfUse,Ease of cancellation,Overall,very_easy,0.40,editorial_default
Norton Secure VPN,EaseOfUse,Linux support,Overall,none,0.00,editorial_default
Norton Secure VPN,EaseOfUse,Live chat quality,Overall,24_7,0.80,editorial_default
Norton Secure VPN,EaseOfUse,Quick connect,Overall,yes,0.80,manual_admin
Norton Secure VPN,EaseOfUse,Quick pick purpose,Overall,no,0.00,manual_admin
Norton Secure VPN,EaseOfUse,Router support,Overall,none,0.00,editorial_default
Norton Secure VPN,EaseOfUse,Streaming device apps eou,Overall,2_plus,0.50,editorial_default
Norton Secure VPN,EaseOfUse,Task specific servers,Overall,no,0.00,manual_admin
Norton Secure VPN,Security,_section_total,Overall,,7.90,calculated
Norton Secure VPN,Security,Anonymous payment,Overall,none,0.00,editorial_default
Norton Secure VPN,Security,Authentication strength,Overall,sha384_or_higher,0.30,manual_admin
Norton Secure VPN,Security,Dns leak pass rate,Overall,tier_pass,0.80,editorial_default
Norton Secure VPN,Security,Encryption strength,Overall,aes_128_or_higher,0.60,manual_admin
Norton Secure VPN,Security,Hq jurisdiction,Overall,inside_14_eyes,0.00,calculated
Norton Secure VPN,Security,Independent audit,Overall,within_24mo,1.00,editorial_default
Norton Secure VPN,Security,Ipv4 leak pass rate,Overall,tier_pass,0.30,editorial_default
Norton Secure VPN,Security,Ipv6 leak pass rate,Overall,tier_pass,0.80,editorial_default
Norton Secure VPN,Security,Kill switch effectiveness,Overall,effective,0.60,editorial_default
Norton Secure VPN,Security,Modern protocols,Overall,has_modern,0.70,manual_admin
Norton Secure VPN,Security,No logs policy status,Overall,audited,1.00,editorial_default
Norton Secure VPN,Security,Obfuscation available,Overall,yes,0.50,manual_admin
Norton Secure VPN,Security,Perfect forward secrecy,Overall,yes,0.30,manual_admin
Norton Secure VPN,Security,Restrictive region access,Overall,no,0.00,editorial_default
Norton Secure VPN,Security,Rsa key length,Overall,4096_plus,0.20,manual_admin
Norton Secure VPN,Security,Webrtc leak pass rate,Overall,tier_pass,0.80,editorial_default
Norton Secure VPN,Speed,_section_total,Overall,,7.80,calculated
Norton Secure VPN,Speed,_section_total_v3_global,Overall,,5.00,editorial_default
Norton Secure VPN,Speed,_section_total_v3_uk,Overall,,5.00,editorial_default
Norton Secure VPN,Speed,Connection time,Overall,tier_okay,0.05,editorial_default
Norton Secure VPN,Speed,Download tier,Overall,tier_good,2.65,editorial_default
Norton Secure VPN,Speed,Jitter tier,Overall,tier_good,0.20,editorial_default
Norton Secure VPN,Speed,Latency tier,Overall,tier_good,1.50,editorial_default
Norton Secure VPN,Speed,Long distance speed,Overall,tier_consistent,1.00,editorial_default
Norton Secure VPN,Speed,Packet loss tier,Overall,tier_good,0.40,editorial_default
Norton Secure VPN,Speed,Speed consistency,Overall,tier_consistent,1.00,editorial_default
Norton Secure VPN,Speed,Upload tier,Overall,tier_good,1.00,editorial_default
Norton Secure VPN,Streaming,_section_total,Overall,,0.30,calculated
Norton Secure VPN,Streaming,Android tv app,Overall,,0.00,comparitech_api
Norton Secure VPN,Streaming,Browser extensions,Overall,yes,,editorial_default
Norton Secure VPN,Streaming,Includes ad blocker,Overall,,0.00,comparitech_api
Norton Secure VPN,Streaming,Number of locations in relevant country,Overall,<5,1.20,comparitech_api
Norton Secure VPN,Streaming,Offers a smart dns service,Overall,,0.00,comparitech_api
Norton Secure VPN,Streaming,Simultaneous stream capacity,Overall,4_plus,0.30,editorial_default
Norton Secure VPN,Streaming,Streaming device apps,Overall,none,0.00,calculated
Norton Secure VPN,Streaming,Streaming unblock toolkit,Overall,no,0.00,editorial_default
Norton Secure VPN,Streaming,Tier1 streaming,Overall,most_3_or_4,,editorial_default
Norton Secure VPN,Streaming,Tier2 streaming,Overall,most_3_or_4,,editorial_default
Norton Secure VPN,Streaming,Tier3 streaming,Overall,most_3_or_4,,editorial_default
Norton Secure VPN,Streaming,Works in high censorship countries,Overall,,0.00,comparitech_api
Norton Secure VPN,SystemPerformance,_section_total,Overall,,4.00,calculated
Norton Secure VPN,SystemPerformance,Cpu tier,Overall,tier_okay,1.20,editorial_default
Norton Secure VPN,SystemPerformance,Idle delta cpu tier,Overall,tier_okay,0.00,editorial_default
Norton Secure VPN,SystemPerformance,Load efficiency tier,Overall,tier_okay,4.00,editorial_default
Norton Secure VPN,SystemPerformance,Network overhead tier,Overall,tier_okay,1.00,editorial_default
Norton Secure VPN,SystemPerformance,Ram delta tier,Overall,tier_okay,0.00,editorial_default
Norton Secure VPN,SystemPerformance,Ram tier,Overall,tier_okay,1.20,editorial_default
Norton Secure VPN,ValueForMoney,_section_total,Overall,,5.65,calculated
Norton Secure VPN,ValueForMoney,Anonymous payments vfm,Overall,none,0.00,editorial_default
Norton Secure VPN,ValueForMoney,Clear cancellation,Overall,yes,0.50,editorial_default
Norton Secure VPN,ValueForMoney,Connection limit tier,Overall,under_6,0.45,editorial_default
Norton Secure VPN,ValueForMoney,Country count,Overall,under_30,,manual_admin
Norton Secure VPN,ValueForMoney,Free trial available,Overall,yes,0.40,manual_admin
Norton Secure VPN,ValueForMoney,Includes av,Overall,yes,0.40,manual_admin
Norton Secure VPN,ValueForMoney,Includes dark web monitor,Overall,yes,0.30,editorial_default
Norton Secure VPN,ValueForMoney,Includes password manager,Overall,yes,0.30,editorial_default
Norton Secure VPN,ValueForMoney,Intro lowest price tier,Overall,3_to_5,0.70,editorial_default
Norton Secure VPN,ValueForMoney,Money back duration,Overall,45_plus_days,1.00,editorial_default
Norton Secure VPN,ValueForMoney,Pricing consistency,Overall,moderate,0.50,editorial_default
Norton Secure VPN,ValueForMoney,Renewal lowest price tier,Overall,5_to_7,0.50,editorial_default
Norton Secure VPN,ValueForMoney,Static ip included,Overall,no,0.00,editorial_default
Norton Secure VPN,ValueForMoney,Student discount,Overall,yes,0.20,manual_admin
Norton Secure VPN,ValueForMoney,Subscription term count,Overall,one,0.10,manual_admin
Norton Secure VPN,ValueForMoney,Traditional payments,Overall,multiple,0.30,editorial_default
Oeck VPN,EaseOfUse,_section_total,Overall,,5.52,calculated
Oeck VPN,EaseOfUse,Apps for major platforms,Overall,all_4,1.00,calculated
Oeck VPN,EaseOfUse,Browser extensions,Overall,none,0.00,editorial_default
Oeck VPN,EaseOfUse,Country count,Overall,60_plus,0.80,calculated
Oeck VPN,EaseOfUse,Ease of cancellation,Overall,very_easy,0.40,calculated
Oeck VPN,EaseOfUse,Ease of signup,Overall,moderate,0.42,calculated
Oeck VPN,EaseOfUse,Feature parity,Overall,varies_by_platform,0.10,calculated
Oeck VPN,EaseOfUse,Knowledge base,Overall,basic,0.20,manual_admin
Oeck VPN,EaseOfUse,Linux support,Overall,app_with_gui,0.50,editorial_default
Oeck VPN,EaseOfUse,Live chat quality,Overall,email_only,0.10,manual_admin
Oeck VPN,EaseOfUse,Novice friendly design,Overall,high,0.60,calculated
Oeck VPN,EaseOfUse,Quick connect,Overall,no,0.00,manual_admin
Oeck VPN,EaseOfUse,Quick pick purpose,Overall,yes,0.30,manual_admin
Oeck VPN,EaseOfUse,Router support,Overall,app_or_firmware,0.50,editorial_default
Oeck VPN,EaseOfUse,Setup guides,Overall,partial,0.20,manual_admin
Oeck VPN,EaseOfUse,Streaming device apps eou,Overall,none,0.00,editorial_default
Oeck VPN,EaseOfUse,Task specific servers,Overall,yes,0.40,manual_admin
Oeck VPN,EaseOfUse,Unblocking consistency,Overall,generally_works,0.50,comparitech_api
Oeck VPN,Security,_section_total,Overall,,7.00,calculated
Oeck VPN,Security,Additional security features,Overall,Yes,0.40,comparitech_api
Oeck VPN,Security,Anonymous payment,Overall,multiple,0.40,editorial_default
Oeck VPN,Security,Authentication strength,Overall,weaker,0.00,calculated
Oeck VPN,Security,Dns leak pass rate,Overall,tier_pass,0.80,editorial_default
Oeck VPN,Security,Encryption strength,Overall,aes_128_or_higher,0.60,calculated
Oeck VPN,Security,Hq jurisdiction,Overall,outside_14_eyes,0.50,calculated
Oeck VPN,Security,Ip logs,Overall,No,0.60,comparitech_api
Oeck VPN,Security,Ipv4 leak pass rate,Overall,tier_pass,0.30,editorial_default
Oeck VPN,Security,Ipv6 leak pass rate,Overall,tier_pass,0.80,editorial_default
Oeck VPN,Security,Kill switch effectiveness,Overall,effective,0.60,editorial_default
Oeck VPN,Security,Modern protocols,Overall,has_modern,0.70,calculated
Oeck VPN,Security,No logs policy status,Overall,claimed,0.50,calculated
Oeck VPN,Security,Obfuscation available,Overall,yes,0.50,calculated
Oeck VPN,Security,Perfect forward secrecy,Overall,Yes,0.30,calculated
Oeck VPN,Security,Private dns,Overall,Yes,0.40,comparitech_api
Oeck VPN,Security,Rsa key length,Overall,4096_plus,0.20,calculated
Oeck VPN,Security,Torrenting allowed,Overall,Yes,0.50,comparitech_api
Oeck VPN,Security,Webrtc leak pass rate,Overall,tier_pass,0.80,editorial_default
Oeck VPN,Speed,_section_total,Overall,,7.80,calculated
Oeck VPN,Speed,_section_total_v3_global,Overall,,5.00,editorial_default
Oeck VPN,Speed,_section_total_v3_uk,Overall,,5.00,editorial_default
Oeck VPN,Speed,Connection time,Overall,tier_okay,0.05,editorial_default
Oeck VPN,Speed,Download tier,Overall,tier_good,2.65,editorial_default
Oeck VPN,Speed,Jitter tier,Overall,tier_good,0.20,editorial_default
Oeck VPN,Speed,Latency tier,Overall,tier_good,1.50,editorial_default
Oeck VPN,Speed,Long distance speed,Overall,tier_consistent,1.00,editorial_default
Oeck VPN,Speed,Packet loss tier,Overall,tier_good,0.40,editorial_default
Oeck VPN,Speed,Speed consistency,Overall,tier_consistent,1.00,editorial_default
Oeck VPN,Speed,Upload tier,Overall,tier_good,1.00,editorial_default
Oeck VPN,Streaming,_section_total,Overall,,0.50,calculated
Oeck VPN,Streaming,Android tv app,Overall,,0.00,comparitech_api
Oeck VPN,Streaming,Browser extensions,Overall,no,,editorial_default
Oeck VPN,Streaming,Includes ad blocker,Overall,Yes,1.00,comparitech_api
Oeck VPN,Streaming,Number of locations in relevant country,Overall,5+,1.50,comparitech_api
Oeck VPN,Streaming,Simultaneous stream capacity,Overall,4_plus,0.30,editorial_default
Oeck VPN,Streaming,Streaming device apps,Overall,1,0.20,calculated
Oeck VPN,Streaming,Streaming unblock toolkit,Overall,no,0.00,editorial_default
Oeck VPN,Streaming,Tier1 streaming,Overall,most_3_or_4,,editorial_default
Oeck VPN,Streaming,Tier2 streaming,Overall,most_3_or_4,,editorial_default
Oeck VPN,Streaming,Tier3 streaming,Overall,most_3_or_4,,editorial_default
Oeck VPN,Streaming,Works in high censorship countries,Overall,1,1.00,comparitech_api
Oeck VPN,SystemPerformance,_section_total,Overall,,4.00,calculated
Oeck VPN,SystemPerformance,Cpu tier,Overall,tier_okay,1.20,editorial_default
Oeck VPN,SystemPerformance,Idle delta cpu tier,Overall,tier_okay,0.00,editorial_default
Oeck VPN,SystemPerformance,Load efficiency tier,Overall,tier_okay,4.00,editorial_default
Oeck VPN,SystemPerformance,Network overhead tier,Overall,tier_okay,1.00,editorial_default
Oeck VPN,SystemPerformance,Ram delta tier,Overall,tier_okay,0.00,editorial_default
